x        y        z        latitude        longitude         altitude         
-23.71100985  -16.83498166  87.23000000  39.47193467  115.62443594  87.23000000  
-24.00041595  -17.02483517  87.23000000  39.47193292  115.62443261  87.23000000  
-24.18200719  -17.14084620  87.23000000  39.47193185  115.62443052  87.23000000  
-24.36361538  -17.25796708  87.23000000  39.47193077  115.62442843  87.23000000  
-24.54355403  -17.37844382  87.23000000  39.47192966  115.62442636  87.23000000  
-24.72097991  -17.50339939  87.23000000  39.47192851  115.62442432  87.23000000  
-24.89670236  -17.62949108  87.23000000  39.47192735  115.62442230  87.23000000  
-25.18357879  -17.82271353  87.23000000  39.47192557  115.62441900  87.23000000  
-25.36432683  -17.93984753  87.24000000  39.47192449  115.62441692  87.24000000  
-25.54340533  -18.06033737  87.24000000  39.47192338  115.62441486  87.24000000  
-25.71998800  -18.18641591  87.25000000  39.47192222  115.62441283  87.25000000  
-25.89743085  -18.31248132  87.24000000  39.47192106  115.62441079  87.24000000  
-26.18688789  -18.50566435  87.24000000  39.47191928  115.62440746  87.24000000  
-26.51206993  -18.72827529  87.24000000  39.47191723  115.62440372  87.24000000  
-26.69288578  -18.84984871  87.24000000  39.47191611  115.62440164  87.24000000  
-26.87204903  -18.97588784  87.24000000  39.47191495  115.62439958  87.24000000  
-27.19210389  -19.20079727  87.25000000  39.47191288  115.62439590  87.25000000  
-27.37372912  -19.31902795  87.25000000  39.47191179  115.62439381  87.25000000  
-27.70130541  -19.52939096  87.25000000  39.47190985  115.62439004  87.25000000  
-27.88294760  -19.64873149  87.25000000  39.47190875  115.62438795  87.25000000  
-28.06290331  -19.77031801  87.25000000  39.47190763  115.62438588  87.25000000  
-28.24373614  -19.89300125  87.24000000  39.47190650  115.62438380  87.24000000  
-28.42202232  -20.01794361  87.24000000  39.47190535  115.62438175  87.24000000  
-28.59863897  -20.14624181  87.24000000  39.47190417  115.62437972  87.24000000  
-28.88303669  -20.34616271  87.25000000  39.47190233  115.62437645  87.25000000  
-29.05870845  -20.46892472  87.26000000  39.47190120  115.62437443  87.26000000  
-29.23778706  -20.58941448  87.27000000  39.47190009  115.62437237  87.27000000  
-29.41765810  -20.70545165  87.28000000  39.47189902  115.62437030  87.28000000  
-29.70704754  -20.89419509  87.28000000  39.47189728  115.62436697  87.28000000  
-29.88612618  -21.01468483  87.27000000  39.47189617  115.62436491  87.27000000  
-30.06353528  -21.13853042  87.27000000  39.47189503  115.62436287  87.27000000  
-30.24094439  -21.26237601  87.27000000  39.47189389  115.62436083  87.27000000  
-30.41917981  -21.38398874  87.27000000  39.47189277  115.62435878  87.27000000  
-30.70681504  -21.57053868  87.28000000  39.47189105  115.62435547  87.28000000  
-30.88587677  -21.68991854  87.29000000  39.47188995  115.62435341  87.29000000  
-31.05903581  -21.81715935  87.29000000  39.47188878  115.62435142  87.29000000  
-31.23644495  -21.94100492  87.29000000  39.47188764  115.62434938  87.29000000  
-31.41803642  -22.05701578  87.29000000  39.47188657  115.62434729  87.29000000  
-31.70906161  -22.24018357  87.29000000  39.47188488  115.62434394  87.29000000  
-31.88814031  -22.36067327  87.29000000  39.47188377  115.62434188  87.29000000  
-32.06217651  -22.48901080  87.29000000  39.47188259  115.62433988  87.29000000  
-32.23621272  -22.61734832  87.29000000  39.47188141  115.62433788  87.29000000  
